format,scenario_type,target_measure,model,predictor,standardized_coefficient,p_value,r_squared,adj_r_squared,std_error,t_statistic,n_valid
bfi_likert,risk,risk_sum,deepseek,conscientiousness,-0.0720753073845529,0.22106945145196993,0.005194849934577306,0.0017406653857389154,0.058772311072802605,-1.226348021184186,290
bfi_likert,risk,risk_sum,deepseek,extraversion,-0.02315690959444885,0.694542938546125,0.0005362424619651529,-0.0029341178072641583,0.05890976378521038,-0.39309119756244076,290
bfi_likert,risk,risk_sum,deepseek,agreeableness,0.19341551729052353,0.0009301628901090646,0.037409562328760915,0.034067234420180115,0.05781286974870467,3.345544307543341,290
bfi_likert,risk,risk_sum,deepseek,neuroticism,0.04867123012988818,0.4089453604739418,0.002368888642357403,-0.0010951082720789262,0.05885572966531164,0.826958231707626,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4,openness,-0.06088941730570604,0.30142131814650663,0.003707521139828529,0.0002481722548972609,0.058816229774877174,-1.0352485621530676,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4,conscientiousness,0.11279126012811255,0.055035366233012126,0.012721868361286859,0.009293819293096806,0.058549543706078344,1.9264242381517156,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4,extraversion,-0.015543743205664194,0.7921088777608244,0.00024160795284300374,-0.003229775352876496,0.058918446226282076,-0.26381794159959554,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4,agreeableness,0.06317046284095956,0.28363950016254097,0.003990507375540742,0.0005321410817057393,0.05880787612076234,1.0741837149710802,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4,neuroticism,-0.17019530718732273,0.0036486361582605265,0.028966442588586827,0.025594798292019272,0.05806586171381076,-2.931073476979717,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4o,openness,-0.14545714206588273,0.013154871676898423,0.021157780177974428,0.017759022470258956,0.05829886540675868,-2.4950252642312942,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4o,conscientiousness,0.3114218070832302,6.105442544970743e-08,0.09698354192698466,0.09384806811423108,0.05599530170249578,5.5615703034840465,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4o,extraversion,-0.04472801558720636,0.44798368600248717,0.0020005953783693853,-0.0014646803321225477,0.058866592482423936,-0.7598200218665793,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4o,agreeableness,0.03926326300910133,0.5054121329371619,0.001541603822121762,-0.0019252656090515963,0.05888012764229702,0.6668338636700958,290
bfi_binary_elaborated,moral,ethic_sum,gpt-4o,neuroticism,-0.32076651033951625,2.3076793754095532e-08,0.10289115415539218,0.09977619288509831,0.05581183808381305,-5.747284471402264,290
bfi_binary_elaborated,moral,ethic_sum,llama,openness,-0.16364642645416402,0.005212179472549288,0.026780152891218045,0.023400917310979152,0.05813119283344204,-2.815122457972694,290
bfi_binary_elaborated,moral,ethic_sum,llama,conscientiousness,0.17827501441927399,0.0023094589311786484,0.03178198076619221,0.02842011264385247,0.057981618831657436,3.074681563080772,290
bfi_binary_elaborated,moral,ethic_sum,llama,extraversion,0.07051614763328345,0.23124763731657266,0.004972527077039213,0.0015175705738343925,0.058778878036287174,1.1996851588380144,290
bfi_binary_elaborated,moral,ethic_sum,llama,agreeableness,0.07816763090912582,0.18436661641350746,0.006110178521946175,0.0026591721973695526,0.058745266401443584,1.3306200771132253,290
bfi_binary_elaborated,moral,ethic_sum,llama,neuroticism,-0.20873191965207166,0.0003452763794068991,0.043569014281638396,0.040248073359005154,0.05762760556047064,-3.6220821188387227,290
bfi_binary_elaborated,moral,ethic_sum,deepseek,openness,-0.08755658116440851,0.13689516112741384,0.007666154905199507,0.004220551276397977,0.05869926429523106,-1.4916129225067973,290
bfi_binary_elaborated,moral,ethic_sum,deepseek,conscientiousness,0.26646668417817104,4.191907433887195e-06,0.0710044937769092,0.06777881493585669,0.05679506000571177,4.691722909551869,290
bfi_binary_elaborated,moral,ethic_sum,deepseek,extraversion,0.05088121413033364,0.38797642397954835,0.002588897951376734,-0.0008743350418476403,0.058849239529703216,0.8646027465597437,290
bfi_binary_elaborated,moral,ethic_sum,deepseek,agreeableness,0.015313554192682741,0.7951188218480253,0.00023450494201282535,-0.0032369030269385757,0.05891865552565966,0.2599101092185231,290
bfi_binary_elaborated,moral,ethic_sum,deepseek,neuroticism,-0.2542585470304131,1.1683282020743425e-05,0.06464740873801667,0.06139965668502356,0.05698905204504621,-4.461533187627651,290
bfi_binary_elaborated,risk,risk_sum,gpt-4,openness,-0.31797197609234185,3.097844485690841e-08,0.10110617758006857,0.09798501847444374,0.055867334871324933,-5.691554408756082,290
bfi_binary_elaborated,risk,risk_sum,gpt-4,conscientiousness,-0.14868034584260081,0.011241346924033658,0.022105845239874578,0.01871037942473519,0.05827062566284427,-2.5515488147127527,290
bfi_binary_elaborated,risk,risk_sum,gpt-4,extraversion,-0.5162637874326527,3.716815178328401e-21,0.2665282982143071,0.2639815214719956,0.050465599593301484,-10.230013942035448,290
bfi_binary_elaborated,risk,risk_sum,gpt-4,agreeableness,-0.21750324708342741,0.00018941219146753136,0.04730766249183371,0.043999702986596945,0.057514863341893534,-3.781687627257199,290
bfi_binary_elaborated,risk,risk_sum,gpt-4,neuroticism,0.3022953747467342,1.52938733358577e-07,0.09138249359326844,0.0882275716960228,0.05616869143255505,5.3819194828442365,290
bfi_binary_elaborated,risk,risk_sum,gpt-4o,openness,-0.39081108641221524,5.091590280385876e-12,0.15273330526269602,0.14979140701708027,0.05423926848341187,-7.205316320439276,290
bfi_binary_elaborated,risk,risk_sum,gpt-4o,conscientiousness,-0.07013726632027246,0.23377020812904195,0.004919236126880833,0.0014640945856546628,0.05878045203318966,-1.1932073315916372,290
bfi_binary_elaborated,risk,risk_sum,gpt-4o,extraversion,-0.5048544214532601,3.674275786793648e-20,0.254877986860906,0.2522907576486174,0.05086481310580546,-9.925415835168742,290
bfi_binary_elaborated,risk,risk_sum,gpt-4o,agreeableness,-0.16501056047292983,0.004843987218060077,0.02722848506759068,0.023850806196297536,0.05811780167292195,-2.8392429810333137,290
bfi_binary_elaborated,risk,risk_sum,gpt-4o,neuroticism,0.2108810177191132,0.0002987094386370658,0.044470803634249045,0.041152993924645664,0.05760043150535671,3.6611013530254843,290
bfi_binary_elaborated,risk,risk_sum,llama,openness,-0.3145932012735284,4.404945143759125e-08,0.09896888228752687,0.09584030201769178,0.05593371317760849,-5.624393293443409,290
bfi_binary_elaborated,risk,risk_sum,llama,conscientiousness,-0.06442141350299233,0.2741939735328975,0.0041501185177234,0.0006923064292432279,0.058803163932565135,-1.0955433210510601,290
bfi_binary_elaborated,risk,risk_sum,llama,extraversion,-0.4986126328458578,1.2414485519982824e-19,0.2486145576334784,0.246005580403039,0.05107814826752541,-9.761760160809645,290
bfi_binary_elaborated,risk,risk_sum,llama,agreeableness,-0.17619052376177347,0.002603476897905021,0.03104310066344773,0.02767866698519572,0.05800373848513489,-3.037571859388465,290
bfi_binary_elaborated,risk,risk_sum,llama,neuroticism,0.31369703411005817,4.8325004107939505e-08,0.09840582920944752,0.09527529389420242,0.05595118689755349,5.606619832469985,290
bfi_binary_elaborated,risk,risk_sum,deepseek,openness,-0.2633827173207334,5.457080883845653e-06,0.06937045578325263,0.0661391031991666,0.05684498732593689,-4.6333499172152806,290
bfi_binary_elaborated,risk,risk_sum,deepseek,conscientiousness,-0.15554650570758502,0.007964017995953098,0.024194715437839465,0.020806502644220792,0.05820835673353625,-2.672236675906163,290
bfi_binary_elaborated,risk,risk_sum,deepseek,extraversion,-0.4174062634640526,1.181244831049274e-13,0.174227988779022,0.17136072485117126,0.05354683863544715,-7.795161658483724,290
bfi_binary_elaborated,risk,risk_sum,deepseek,agreeableness,-0.18494094418709217,0.0015606710032028414,0.03420315283681341,0.030849691561941173,0.057909077655167125,-3.193643409214103,290
bfi_binary_elaborated,risk,risk_sum,deepseek,neuroticism,0.344314004787125,1.7089327660055878e-09,0.11855213389254848,0.11549155102411979,0.055322534906027565,6.223756835654522,290
bfi_binary_simple,moral,ethic_sum,gpt-4,openness,-0.024913479184010164,0.6726641136116944,0.000620681445051674,-0.002849385633264312,0.058907275257949164,-0.4229270336289786,290
bfi_binary_simple,moral,ethic_sum,gpt-4,conscientiousness,0.23790582767348928,4.2618025686764596e-05,0.05659918284100807,0.05332348555920596,0.057233707566451235,4.1567432512959,290
bfi_binary_simple,moral,ethic_sum,gpt-4,extraversion,0.15093938877900254,0.010051059052403957,0.022782699084978653,0.019389583456801418,0.05825045603407027,2.591213855745939,290
bfi_binary_simple,moral,ethic_sum,gpt-4,agreeableness,0.06533945547055191,0.2673996612014478,0.004269244441188258,0.000811845984386772,0.058799646740447596,1.1112219051072232,290
bfi_binary_simple,moral,ethic_sum,gpt-4,neuroticism,-0.3057395452518762,1.0854506216603522e-07,0.09347666953082445,0.09032901907780644,0.05610392546888281,-5.449521449643483,290
bfi_binary_simple,moral,ethic_sum,gpt-4o,openness,-0.11796628073026642,0.04472508442376313,0.013916043389331945,0.0104921407622115,0.05851412331326833,-2.0160309007572033,290
bfi_binary_simple,moral,ethic_sum,gpt-4o,conscientiousness,0.35470537512030875,5.046238375879244e-10,0.12581590313923852,0.12278054169180519,0.055094114453661934,6.438171819943511,290
bfi_binary_simple,moral,ethic_sum,gpt-4o,extraversion,-0.0631987458360764,0.2834235514652858,0.003994081475253042,0.0005357275914864568,0.05880777060700804,-1.0746665820476637,290
bfi_binary_simple,moral,ethic_sum,gpt-4o,agreeableness,0.030295028349127374,0.6073949458569574,0.0009177887426742304,-0.0025512467130803795,0.05889851828148653,0.514359770552156,290
bfi_binary_simple,moral,ethic_sum,gpt-4o,neuroticism,-0.24983434043032102,1.6728305048857197e-05,0.06241719765825393,0.05916170181678948,0.0570569526128445,-4.37868356071437,290
bfi_binary_simple,moral,ethic_sum,llama,openness,-0.13760257734672748,0.019061334500322744,0.01893446929246212,0.015527991755283077,0.0583650369414682,-2.3576199820574644,290
bfi_binary_simple,moral,ethic_sum,llama,conscientiousness,0.10784111252039132,0.06667061326586012,0.011629705549635494,0.008197864249460562,0.05858191956717428,1.8408600011259937,290
bfi_binary_simple,moral,ethic_sum,llama,extraversion,-0.03050696632289434,0.6048828079365076,0.0009306749942266102,-0.0025383157175991045,0.05889813844108825,-0.5179614692475952,290
bfi_binary_simple,moral,ethic_sum,llama,agreeableness,0.07766903519848238,0.18719025394752845,0.006032479028662663,0.0025812029141787374,0.05874756262589802,1.3220809805008507,290
bfi_binary_simple,moral,ethic_sum,llama,neuroticism,-0.22898555665368922,8.317870518390398e-05,0.05243438515599985,0.04914422677112473,0.05735990223906406,-3.9920841513872425,290
bfi_binary_simple,moral,ethic_sum,deepseek,openness,-0.018768275432528313,0.7502878210664488,0.00035224816271128834,-0.0031187509756127607,0.05891518597377009,-0.3185643076962233,290
bfi_binary_simple,moral,ethic_sum,deepseek,conscientiousness,0.13222732428239004,0.024327215239271473,0.01748406528688029,0.014072551624681906,0.0584081643453921,2.2638500244670268,290
bfi_binary_simple,moral,ethic_sum,deepseek,extraversion,-0.0555985120487988,0.345451127677754,0.003091194542040654,-0.00037029436579949504,0.05883441941449013,-0.9449997569807859,290
bfi_binary_simple,moral,ethic_sum,deepseek,agreeableness,0.027422501840068256,0.6418892291680108,0.0007519936071687106,-0.0027176175261398594,0.058903405107925993,0.4655503665674891,290
bfi_binary_simple,moral,ethic_sum,deepseek,neuroticism,-0.03935626496422138,0.5044035530608779,0.0015489155919340414,-0.0019179284511496864,0.058879912050575856,-0.6684158245755475,290
bfi_binary_simple,risk,risk_sum,gpt-4,openness,-0.31995788904847405,2.513704486188967e-08,0.10237305076435554,0.0992562905239539,0.055827952142287474,-5.73114142236499,290
bfi_binary_simple,risk,risk_sum,gpt-4,conscientiousness,-0.1461520286301244,0.012719679942715433,0.021360415472701066,0.017962361359758927,0.058292830716495596,-2.5072041764608723,290
bfi_binary_simple,risk,risk_sum,gpt-4,extraversion,-0.4885349508299808,8.416229166590569e-19,0.23866639818245172,0.23602287873169625,0.05141516751655463,-9.501767171577969,290
bfi_binary_simple,risk,risk_sum,gpt-4,agreeableness,-0.2018199128868029,0.0005448632435359268,0.040731277237636365,0.03740048306137811,0.05771303298439797,-3.496955582656044,290
bfi_binary_simple,risk,risk_sum,gpt-4,neuroticism,0.3559032965849821,4.371674018635316e-10,0.1266671565200581,0.12363475081353048,0.05506728344968148,6.463062535310895,290
bfi_binary_simple,risk,risk_sum,gpt-4o,openness,-0.40528959210606125,6.840143153329274e-13,0.1642596534694971,0.1613577772662661,0.053869065364371325,-7.5236054192638235,290
bfi_binary_simple,risk,risk_sum,gpt-4o,conscientiousness,-0.0853757393529559,0.14698425930736603,0.007289016870063891,0.003842103734195912,0.05871041760938033,-1.4541838199991814,290
bfi_binary_simple,risk,risk_sum,gpt-4o,extraversion,-0.5162028636522795,3.763430935505941e-21,0.266465396442814,0.2639184012915736,0.0504677634856175,-10.228368130467858,290
bfi_binary_simple,risk,risk_sum,gpt-4o,agreeableness,-0.17435861643926487,0.0028895479231561875,0.030400927126614796,0.027034263679137638,0.05802295621111555,-3.004993675345737,290
bfi_binary_simple,risk,risk_sum,gpt-4o,neuroticism,0.21214339163124982,0.0002741561606412366,0.045004818612809694,0.0416888631218818,0.05758433372826094,3.68404699500995,290
bfi_binary_simple,risk,risk_sum,llama,openness,-0.26800466096563375,3.6707269716418227e-06,0.07182649829930399,0.06860367364062092,0.05676992741481154,-4.720891379820755,290
bfi_binary_simple,risk,risk_sum,llama,conscientiousness,-0.03140457295689852,0.5942951004546051,0.000986247202605317,-0.0024825505501635536,0.05889650034398253,-0.533216282350928,290
bfi_binary_simple,risk,risk_sum,llama,extraversion,-0.45583556421674176,2.759568326076189e-16,0.20778606160479496,0.20503531876314485,0.05244752464749901,-8.691269364577696,290
bfi_binary_simple,risk,risk_sum,llama,agreeableness,-0.12956676074067294,0.027368552114127545,0.016787545488830546,0.013373613355111114,0.058428863874966284,-2.21751292337186,290
bfi_binary_simple,risk,risk_sum,llama,neuroticism,0.3029995798373928,1.4263550184174929e-07,0.09180874538163653,0.08865530352532269,0.0561555149234138,5.395722579529912,290
bfi_binary_simple,risk,risk_sum,deepseek,openness,-0.2794090190575377,1.336575941118147e-06,0.07806939993069595,0.07486825201378855,0.05657868783302864,-4.938414617923121,290
bfi_binary_simple,risk,risk_sum,deepseek,conscientiousness,-0.10607103327796778,0.07129174525127177,0.011251064100655794,0.007817908073227464,0.05859313976421029,-1.810297821636072,290
bfi_binary_simple,risk,risk_sum,deepseek,extraversion,-0.4766959850017479,7.365056110747532e-18,0.22723906211678702,0.22455586441580355,0.05179959170672464,-9.202697729755716,290
bfi_binary_simple,risk,risk_sum,deepseek,agreeableness,-0.14071363972970494,0.016491167161857213,0.019800328405981116,0.01639685732405738,0.058339275637632644,-2.411988119354287,290
bfi_binary_simple,risk,risk_sum,deepseek,neuroticism,0.3156224158710299,3.958877847520919e-08,0.0996175094002657,0.09649118130790546,0.05591357699486034,5.64482604824303,290
