model,target,predictor,coefficient,p_value,r_squared,n_observations
gpt-4,Investment,openness,0.011349608100542948,0.308171889464626,0.003918547815502604,267
gpt-4,Investment,conscientiousness,0.005898786300940721,0.6300077354866334,0.0008769302857573047,267
gpt-4,Investment,extraversion,0.012844776397443226,0.27795714964465673,0.004440200674009742,267
gpt-4,Investment,agreeableness,0.036855209173475394,0.017174119380779916,0.021239857579569033,267
gpt-4,Investment,neuroticism,-0.009338917771416589,0.3457992186966997,0.0033547036005875386,267
gpt-4,Extreme_Sports,openness,0.012671390026353131,0.19069182305996007,0.006452663304255868,267
gpt-4,Extreme_Sports,conscientiousness,-0.008272847306662461,0.4372871861071269,0.0022786458307196833,267
gpt-4,Extreme_Sports,extraversion,0.0017182060566544363,0.8676657271269971,0.00010496078268429354,267
gpt-4,Extreme_Sports,agreeableness,0.03038538415681856,0.02401621305709536,0.01907262062289783,267
gpt-4,Extreme_Sports,neuroticism,-0.004349825428608351,0.613973382117924,0.0009614612274363443,267
gpt-4,Entrepreneurial_Venture,openness,0.013124344323547808,0.3752994608184699,0.002967387353110862,267
gpt-4,Entrepreneurial_Venture,conscientiousness,-0.0009641708876340774,0.9527608091090101,1.32679358236798e-05,267
gpt-4,Entrepreneurial_Venture,extraversion,0.026158180907915992,0.0958770867000253,0.01042845977212603,267
gpt-4,Entrepreneurial_Venture,agreeableness,0.03861305787525223,0.06079700969572607,0.013203158051488972,267
gpt-4,Entrepreneurial_Venture,neuroticism,-0.002385795444362912,0.8562891602216276,0.00012398897005871934,267
gpt-4,Confessing_Feelings,openness,0.011401109441895386,0.31217438102977874,0.003854373114290044,267
gpt-4,Confessing_Feelings,conscientiousness,0.01716765010853921,0.16563240356711542,0.007240316563673965,267
gpt-4,Confessing_Feelings,extraversion,0.02844805504779425,0.017200116168355355,0.02123003772102383,267
gpt-4,Confessing_Feelings,agreeableness,0.020594732966300777,0.19027022252742407,0.006464906897907685,267
gpt-4,Confessing_Feelings,neuroticism,-0.01654314430529063,0.0985973341306951,0.010261084711885804,267
gpt-4,Study_Overseas,openness,0.00812433659834668,0.5367611871421254,0.001441587008749745,267
gpt-4,Study_Overseas,conscientiousness,-0.004267901501644859,0.767779959092262,0.00032958705284980017,267
gpt-4,Study_Overseas,extraversion,0.024419308642550264,0.07998521868843521,0.011521734245515391,267
gpt-4,Study_Overseas,agreeableness,0.02771329382473609,0.13016461713379474,0.008622471275875121,267
gpt-4,Study_Overseas,neuroticism,-0.003787132060040219,0.7461621578802787,0.0003960806035145925,267
gpt-4,risk_sum,openness,0.056670788490685936,0.2663531944975914,0.0046599182250087745,267
gpt-4,risk_sum,conscientiousness,0.009561516713538495,0.8646182858812038,0.00010989797397586987,267
gpt-4,risk_sum,extraversion,0.09358852705235826,0.08374452407429876,0.011243229913950548,267
gpt-4,risk_sum,agreeableness,0.15416167799658295,0.029631986421548063,0.017725686458381018,267
gpt-4,risk_sum,neuroticism,-0.03640481500971881,0.42229576599881524,0.0024315044837484034,267
gpt-4o,Investment,openness,0.008529137141376765,0.31085478535430233,0.0038754126481111983,267
gpt-4o,Investment,conscientiousness,0.005307602217033524,0.5662120546803375,0.0012433139741284682,267
gpt-4o,Investment,extraversion,0.011330612767641914,0.20515973662644926,0.006050630531250767,267
gpt-4o,Investment,agreeableness,0.025129872406935063,0.03170975211895544,0.017293334605760102,267
gpt-4o,Investment,neuroticism,-0.002692904239078981,0.7192266500539002,0.0004884804756548622,267
gpt-4o,Extreme_Sports,openness,0.0032546272667671027,0.6227249093914136,0.0009147261290783915,267
gpt-4o,Extreme_Sports,conscientiousness,-0.0015059342200472812,0.8358799154065851,0.00016224708241330266,267
gpt-4o,Extreme_Sports,extraversion,0.0034387407002060668,0.6248901030245346,0.000903386316037369,267
gpt-4o,Extreme_Sports,agreeableness,0.01403673998968022,0.1274321269566355,0.008746040794103682,267
gpt-4o,Extreme_Sports,neuroticism,-0.0024670530100735603,0.6749742185022718,0.0006645737194578283,267
gpt-4o,Entrepreneurial_Venture,openness,0.005340689098247471,0.6530384594883827,0.0007637552189762031,267
gpt-4o,Entrepreneurial_Venture,conscientiousness,0.0025363102653427265,0.8459492994056547,0.00014270548973471797,267
gpt-4o,Entrepreneurial_Venture,extraversion,0.011300632211342518,0.37068271169540057,0.0030251795858259323,267
gpt-4o,Entrepreneurial_Venture,agreeableness,0.019416488410421723,0.2407679599314006,0.005189092273903073,267
gpt-4o,Entrepreneurial_Venture,neuroticism,-0.007491784636088398,0.47813455950443007,0.0019003246366751103,267
gpt-4o,Confessing_Feelings,openness,0.003958908109761714,0.7510577491692787,0.0003804348710477745,267
gpt-4o,Confessing_Feelings,conscientiousness,-0.005447472268431118,0.6911075159711595,0.0005967547096408232,267
gpt-4o,Confessing_Feelings,extraversion,0.028650059961112598,0.030095737685153834,0.017626522020128932,267
gpt-4o,Confessing_Feelings,agreeableness,0.022331541586722656,0.1988271191030404,0.006222391089551138,267
gpt-4o,Confessing_Feelings,neuroticism,-0.00820008993318554,0.4597775278188503,0.002063784463388618,267
gpt-4o,Study_Overseas,openness,0.021737943664742704,0.09728441682440303,0.010341234096064023,267
gpt-4o,Study_Overseas,conscientiousness,0.0012802772037924662,0.9293523453862429,2.971801522899664e-05,267
gpt-4o,Study_Overseas,extraversion,0.0281430101642818,0.04320543390657338,0.015334253162884726,267
gpt-4o,Study_Overseas,agreeableness,0.029087912473261496,0.11172799483692201,0.009518115738292199,267
gpt-4o,Study_Overseas,neuroticism,-0.0046047990433195065,0.6935757009586115,0.000586751823998144,267
gpt-4o,risk_sum,openness,0.042821305280895734,0.3476303065853884,0.003329365605246548,267
gpt-4o,risk_sum,conscientiousness,0.0021707831976903584,0.9654622675540329,7.0884440013241345e-06,267
gpt-4o,risk_sum,extraversion,0.08286305580458492,0.08676036110259579,0.011029343392646274,267
gpt-4o,risk_sum,agreeableness,0.11000255486702112,0.08304894453419391,0.011293736487985151,267
gpt-4o,risk_sum,neuroticism,-0.02545663086174608,0.5303014587886004,0.0014877884015780385,267
llama,Investment,openness,0.0064397277227084436,0.3545375735749384,0.0032353887594317454,267
llama,Investment,conscientiousness,0.0026677881136564783,0.7271960768537792,0.0004600133674768081,267
llama,Investment,extraversion,-0.0023507084725634545,0.7507541377313349,0.00038139508245782494,267
llama,Investment,agreeableness,0.01632560026851136,0.09180939149611186,0.010688584602027595,267
llama,Investment,neuroticism,-0.0006867180741265278,0.9116734173209968,4.652067956334438e-05,267
llama,Extreme_Sports,openness,0.007424175862660286,0.7032869740944676,0.0005483364269960322,267
llama,Extreme_Sports,conscientiousness,0.021637896951205788,0.3118934748462878,0.0038588421754962576,267
llama,Extreme_Sports,extraversion,-0.024214101922248564,0.24208149582459865,0.0051602817039064774,267
llama,Extreme_Sports,agreeableness,0.008107444682119241,0.7655523029316844,0.0003361313384079301,267
llama,Extreme_Sports,neuroticism,-0.0024910840696070816,0.88574326712713,7.805936206817243e-05,267
llama,Entrepreneurial_Venture,openness,0.014509215392514822,0.13209227089322279,0.008537016157674548,267
llama,Entrepreneurial_Venture,conscientiousness,0.012019499750098759,0.25661705298843307,0.0048536377199339675,267
llama,Entrepreneurial_Venture,extraversion,0.012225663356192244,0.2330511259525034,0.005362276396553511,267
llama,Entrepreneurial_Venture,agreeableness,0.03306649166662479,0.013531085953892932,0.022792129607139944,267
llama,Entrepreneurial_Venture,neuroticism,0.00030995993737253317,0.9712046064163709,4.926369799318486e-06,267
llama,Confessing_Feelings,openness,0.0078009081746534155,0.47030964372786077,0.0019687486440979063,267
llama,Confessing_Feelings,conscientiousness,-0.0008270982372642706,0.9444799840604239,1.8335402790503608e-05,267
llama,Confessing_Feelings,extraversion,0.010756325024159123,0.3489353386802584,0.0033114168661297905,267
llama,Confessing_Feelings,agreeableness,0.012317464770387561,0.41367899652552365,0.0025230916039716833,267
llama,Confessing_Feelings,neuroticism,0.003936409743413468,0.6821539031103753,0.0006338670393082335,267
llama,Study_Overseas,openness,0.005765832671111853,0.6469263474042835,0.0007928683862853392,267
llama,Study_Overseas,conscientiousness,-0.0027050867940293043,0.8449521799217633,0.00014458251162841051,267
llama,Study_Overseas,extraversion,0.0008694361326828274,0.9482132095885538,1.5949184599128863e-05,267
llama,Study_Overseas,agreeableness,0.041028659596531326,0.018847954072099507,0.02063678836587568,267
llama,Study_Overseas,neuroticism,0.008503532973057464,0.4473346966673506,0.002180587233863829,267
llama,risk_sum,openness,0.0419398598236488,0.24303475817132172,0.005139491633661342,267
llama,risk_sum,conscientiousness,0.032792999783667454,0.4063544511943288,0.0026031837861406615,267
llama,risk_sum,extraversion,-0.002713385881777798,0.9434374710075775,1.903160513927471e-05,267
llama,risk_sum,agreeableness,0.11084566098417424,0.026444065931479598,0.01845414928747302,267
llama,risk_sum,neuroticism,0.00957210051010975,0.7647466671311327,0.0003385153350073944,267
deepseek,Investment,openness,0.002746566534325309,0.7067063749238292,0.0005351640236591626,267
deepseek,Investment,conscientiousness,0.005481041080766497,0.4941704866796437,0.0017656682210126506,267
deepseek,Investment,extraversion,-0.0010720231927255379,0.8901417983000232,7.212753779306524e-05,267
deepseek,Investment,agreeableness,0.01967798656440504,0.05244299957310714,0.014120770738699329,267
deepseek,Investment,neuroticism,-0.006224655378314143,0.33723601479905374,0.0034756410602514443,267
deepseek,Extreme_Sports,openness,0.007385807363352688,0.45312788167216156,0.0021255817342176186,267
deepseek,Extreme_Sports,conscientiousness,0.005269371069651443,0.6262428150321275,0.0008963461273485684,267
deepseek,Extreme_Sports,extraversion,-0.0005233499051101478,0.9601434504965576,9.441744390992213e-06,267
deepseek,Extreme_Sports,agreeableness,0.029602392557822495,0.030449325212560045,0.017551971473849792,267
deepseek,Extreme_Sports,neuroticism,-0.011377077464731503,0.1933088357339103,0.006377359801801985,267
deepseek,Entrepreneurial_Venture,openness,0.005953555060341491,0.5043294215945657,0.0016840750849715924,267
deepseek,Entrepreneurial_Venture,conscientiousness,0.011446032539368685,0.24223283651227126,0.005156974432454775,267
deepseek,Entrepreneurial_Venture,extraversion,0.005237283004808485,0.5806845510934213,0.0011529404299989165,267
deepseek,Entrepreneurial_Venture,agreeableness,-0.001499356273701562,0.9040790474801653,5.490460918600171e-05,267
deepseek,Entrepreneurial_Venture,neuroticism,0.0048438877203728905,0.54131838296822,0.001409595387832363,267
deepseek,Confessing_Feelings,openness,-0.005845917256914982,0.4718704461564108,0.001954954093134287,267
deepseek,Confessing_Feelings,conscientiousness,0.007138967423332616,0.42384418918407374,0.0024153404793203492,267
deepseek,Confessing_Feelings,extraversion,0.002611510205032092,0.762522600516195,0.00034514435317334335,267
deepseek,Confessing_Feelings,agreeableness,0.014721043588035177,0.19348481184024813,0.006372338727837601,267
deepseek,Confessing_Feelings,neuroticism,0.004309909431417,0.5509500688635156,0.0013435850292711216,267
deepseek,Study_Overseas,openness,0.013296873817078525,0.182899973666087,0.0066841637944402565,267
deepseek,Study_Overseas,conscientiousness,-0.004272563836691475,0.6973248751324332,0.0005717437598483643,267
deepseek,Study_Overseas,extraversion,0.02307163897588748,0.029275976963009324,0.017802908741893386,267
deepseek,Study_Overseas,agreeableness,0.02653404736022117,0.056276551162105955,0.013681868407243503,267
deepseek,Study_Overseas,neuroticism,-0.006034036126421342,0.4972732376852076,0.001740449527751653,267
deepseek,risk_sum,openness,0.023536885518183028,0.44198248378733895,0.0022323957727350408,267
deepseek,risk_sum,conscientiousness,0.025062848276427817,0.4561782822136152,0.002097057678097536,267
deepseek,risk_sum,extraversion,0.029325059087892368,0.3674886407578801,0.003065752390791543,267
deepseek,risk_sum,agreeableness,0.08903611379678232,0.03637593561329234,0.016420864356499587,267
deepseek,risk_sum,neuroticism,-0.01448197181767709,0.5948695090223663,0.001068627214843243,267
openai-gpt-3.5-turbo-0125,Investment,openness,0.0067899368439051045,0.662484074028957,0.0007200422070557932,267
openai-gpt-3.5-turbo-0125,Investment,conscientiousness,0.0007879346228732136,0.9632343731574133,8.033100081128453e-06,267
openai-gpt-3.5-turbo-0125,Investment,extraversion,0.022040366053860307,0.18198897107118284,0.006711972579567349,267
openai-gpt-3.5-turbo-0125,Investment,agreeableness,0.009628341991493757,0.657211758917521,0.0007442518462900116,267
openai-gpt-3.5-turbo-0125,Investment,neuroticism,-0.00954644022620151,0.4900310504585974,0.0017997286607709384,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,openness,0.016763686610217796,0.45532660549433224,0.0021049914905136857,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,conscientiousness,0.003403504584008047,0.890325245143273,7.188533181157197e-05,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,extraversion,0.0324960122949389,0.1729237034302472,0.0069977351461332216,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,agreeableness,0.012398619369899685,0.6923023871239962,0.0005919000185269363,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,neuroticism,-0.003817272710980439,0.8484730413724204,0.00013801150310854826,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,openness,0.04842233365968014,0.03907333625615672,0.01596814061808216,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,conscientiousness,0.02265988079341755,0.3810285174398126,0.002897039937503454,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,extraversion,0.05009139703570889,0.04472221309815188,0.01511733674717719,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,agreeableness,0.01588826714891863,0.6286886271550354,0.0008837031518889038,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,neuroticism,-0.012332821213804804,0.5560132179654939,0.0013097409931919213,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,openness,0.019283132229178865,0.294121973178799,0.004152617745418308,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,conscientiousness,0.029203001797796457,0.14775367367884482,0.007890383487600072,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,extraversion,0.0419139820000233,0.031395329731737705,0.017356842568528208,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,agreeableness,0.03241775582484628,0.205828388796479,0.006032858106063355,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,neuroticism,-0.027277085447930886,0.09463576122853963,0.010506555473210444,267
openai-gpt-3.5-turbo-0125,Study_Overseas,openness,0.03518108129126221,0.155944216450262,0.007582130545481958,267
openai-gpt-3.5-turbo-0125,Study_Overseas,conscientiousness,0.01933470343819234,0.4784912832130962,0.0018972486179343884,267
openai-gpt-3.5-turbo-0125,Study_Overseas,extraversion,0.057515223136839426,0.02870999091758297,0.01792770062463145,267
openai-gpt-3.5-turbo-0125,Study_Overseas,agreeableness,0.007928103036284056,0.8190122268539117,0.00019792556016340335,267
openai-gpt-3.5-turbo-0125,Study_Overseas,neuroticism,-0.01881000637026737,0.39421863386434364,0.0027406173881130425,267
openai-gpt-3.5-turbo-0125,risk_sum,openness,0.12644017063424418,0.1671158641822204,0.007189987110832963,267
openai-gpt-3.5-turbo-0125,risk_sum,conscientiousness,0.07538902523628757,0.4539747894809818,0.0021176322648828183,267
openai-gpt-3.5-turbo-0125,risk_sum,extraversion,0.20405698052137072,0.035546552204393796,0.016567117777328555,267
openai-gpt-3.5-turbo-0125,risk_sum,agreeableness,0.07826108737144251,0.540411183345955,0.0014159246457734476,267
openai-gpt-3.5-turbo-0125,risk_sum,neuroticism,-0.07178362596918499,0.378307776601827,0.0029302615179668257,267
Human,risk_sum,openness,-0.0680336882794389,0.20885426299861148,0.00575793521350787,276
Human,risk_sum,conscientiousness,0.04953108301776328,0.40424243485370426,0.002540346205677557,276
Human,risk_sum,extraversion,-0.22725573239990476,4.884702224356058e-05,0.058518335185314574,276
Human,risk_sum,agreeableness,0.06220341590574254,0.41061016835356967,0.00247237528637434,276
Human,risk_sum,neuroticism,0.13012061102442343,0.005574355245505396,0.027700335446904534,276
